,age,workclass,education,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
8236,49,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
8237,17,Private,11th,Never-married,Other-service,Own-child,White,Female,0,0,16,United-States,<=50K
8238,29,Private,HS-grad,Never-married,Sales,Unmarried,White,Female,0,0,40,United-States,<=50K
8239,24,Self-emp-not-inc,Some-college,Separated,Handlers-cleaners,Own-child,White,Male,0,0,45,United-States,<=50K
8241,29,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
8242,45,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,24,Canada,>50K
8243,30,Private,12th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
8244,19,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,0,0,20,United-States,<=50K
8245,47,Private,7th-8th,Married-spouse-absent,Other-service,Unmarried,White,Female,0,0,30,United-States,<=50K
8246,28,Private,Assoc-acdm,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,France,<=50K
8247,46,Private,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
8248,40,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,<=50K
8249,66,State-gov,10th,Divorced,Other-service,Not-in-family,Black,Female,0,0,40,United-States,<=50K
8250,44,Self-emp-not-inc,Some-college,Never-married,Craft-repair,Own-child,White,Male,0,0,12,United-States,<=50K
8251,21,Private,7th-8th,Never-married,Other-service,Other-relative,White,Male,0,0,48,Mexico,<=50K
8252,59,Private,9th,Widowed,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K
8253,35,Local-gov,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
8254,30,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
8255,33,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,0,40,Jamaica,<=50K
8256,26,Private,Some-college,Never-married,Sales,Not-in-family,White,Female,0,0,15,United-States,<=50K
8257,48,Private,Some-college,Separated,Sales,Unmarried,Black,Female,0,0,35,United-States,<=50K
8258,31,Private,HS-grad,Never-married,Sales,Own-child,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K
8259,36,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,<=50K
8260,48,Private,HS-grad,Divorced,Prof-specialty,Unmarried,White,Female,0,0,38,United-States,<=50K
8261,33,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,50,United-States,>50K
8263,53,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
8265,34,Private,Some-college,Never-married,Other-service,Not-in-family,White,Male,0,0,50,United-States,<=50K
8266,45,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,0,52,United-States,>50K
8267,33,Local-gov,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,<=50K
8268,35,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,44,United-States,<=50K
8269,22,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,40,United-States,<=50K
8270,35,Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,0,0,30,United-States,<=50K
8271,45,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,0,0,8,United-States,<=50K
8272,17,Private,11th,Never-married,Farming-fishing,Own-child,White,Male,0,0,45,United-States,<=50K
8273,50,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,<=50K
8274,38,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
8276,64,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
8277,62,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,10,United-States,<=50K
8278,32,Private,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,60,United-States,>50K
8279,17,Private,11th,Never-married,Sales,Own-child,White,Male,0,0,20,United-States,<=50K
8280,61,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States,<=50K
8281,40,State-gov,Doctorate,Never-married,Prof-specialty,Not-in-family,Black,Female,0,0,40,United-States,<=50K
8282,21,Private,HS-grad,Never-married,Exec-managerial,Other-relative,White,Female,0,0,40,United-States,<=50K
8283,35,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,<=50K
8284,29,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
8285,27,Federal-gov,Assoc-acdm,Never-married,Transport-moving,Not-in-family,Black,Male,0,0,40,United-States,<=50K
8286,20,Private,Assoc-acdm,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
8288,51,Local-gov,Masters,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States,<=50K
8289,45,Private,HS-grad,Separated,Machine-op-inspct,Unmarried,Black,Female,0,0,15,United-States,<=50K
8291,31,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
8292,29,Private,HS-grad,Never-married,Tech-support,Own-child,Black,Male,0,0,40,United-States,<=50K
8293,56,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,30,Canada,<=50K
8294,55,Self-emp-not-inc,Some-college,Divorced,Tech-support,Not-in-family,White,Female,0,0,12,United-States,>50K
8295,26,Private,Some-college,Never-married,Tech-support,Own-child,White,Male,0,0,20,United-States,<=50K
8296,32,Local-gov,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
8297,28,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
8298,27,Private,7th-8th,Never-married,Other-service,Other-relative,White,Male,0,0,35,Guatemala,<=50K
8299,23,Private,9th,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,0,0,40,Mexico,<=50K
8300,59,Private,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
8301,26,Private,12th,Never-married,Craft-repair,Other-relative,Other,Male,0,0,48,Guatemala,<=50K
8302,36,Private,10th,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
8303,18,Private,HS-grad,Never-married,Sales,Own-child,White,Female,0,0,15,United-States,<=50K
8304,33,Private,9th,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,70,United-States,<=50K
8305,60,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Transport-moving,Wife,White,Female,0,0,15,Germany,>50K
8306,40,Private,HS-grad,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,48,Mexico,<=50K
8307,48,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,43,United-States,<=50K
8308,27,Self-emp-not-inc,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,United-States,<=50K
8309,19,Private,Some-college,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,<=50K
8310,38,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
8311,26,Private,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,0,0,43,United-States,<=50K
8312,20,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,0,0,20,United-States,<=50K
8313,32,Federal-gov,HS-grad,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K
8314,22,Private,Some-college,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,13,United-States,<=50K
8315,22,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
8316,46,Private,1st-4th,Widowed,Other-service,Unmarried,Other,Female,0,0,30,Mexico,<=50K
8317,39,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,25,United-States,<=50K
8318,79,Self-emp-not-inc,HS-grad,Widowed,Other-service,Not-in-family,White,Female,0,0,24,United-States,<=50K
8320,24,Private,HS-grad,Never-married,Sales,Own-child,White,Male,0,0,40,Dominican-Republic,<=50K
8321,23,Private,HS-grad,Never-married,Craft-repair,Other-relative,White,Male,0,0,40,United-States,<=50K
8322,29,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
8323,22,State-gov,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,0,0,43,United-States,<=50K
8325,55,Local-gov,HS-grad,Divorced,Other-service,Unmarried,White,Female,0,0,38,United-States,<=50K
8326,43,Private,HS-grad,Divorced,Craft-repair,Other-relative,White,Male,0,0,40,United-States,<=50K
8327,23,Private,7th-8th,Never-married,Farming-fishing,Unmarried,Other,Male,0,0,36,Mexico,<=50K
8328,29,Private,HS-grad,Never-married,Adm-clerical,Unmarried,White,Male,0,0,35,Mexico,<=50K
8329,22,Private,Assoc-voc,Never-married,Other-service,Other-relative,White,Female,0,0,40,Mexico,<=50K
8330,22,Private,Some-college,Never-married,Sales,Not-in-family,White,Male,0,0,42,United-States,<=50K
8331,29,Private,Some-college,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,45,United-States,<=50K
8332,25,State-gov,Some-college,Never-married,Transport-moving,Not-in-family,Black,Male,0,0,40,United-States,<=50K
8333,33,Federal-gov,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
8334,33,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,>50K
8335,31,Private,Doctorate,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,28,United-States,<=50K
8336,55,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
8338,42,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
8339,51,Private,Assoc-acdm,Divorced,Exec-managerial,Unmarried,White,Male,0,0,55,Germany,<=50K
8340,62,Local-gov,Bachelors,Divorced,Prof-specialty,Not-in-family,Black,Female,0,0,40,United-States,<=50K
8341,65,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,0,35,United-States,>50K
8342,23,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
8344,47,Private,7th-8th,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,60,United-States,>50K
8345,50,Self-emp-inc,HS-grad,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
8347,32,Self-emp-not-inc,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
8348,37,Federal-gov,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
8349,76,Private,10th,Widowed,Sales,Unmarried,Black,Female,0,0,12,United-States,<=50K
8350,54,Private,Bachelors,Divorced,Sales,Not-in-family,Black,Female,0,0,60,United-States,<=50K
8351,32,Federal-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
8352,31,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,52,United-States,<=50K
8353,31,Federal-gov,Bachelors,Divorced,Protective-serv,Not-in-family,White,Male,0,0,50,United-States,>50K
8354,30,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,60,Ireland,>50K
8356,21,Private,Some-college,Never-married,Prof-specialty,Own-child,White,Female,0,0,10,United-States,<=50K
8357,26,State-gov,Some-college,Never-married,Craft-repair,Not-in-family,White,Female,0,0,40,United-States,<=50K
8358,18,Private,11th,Never-married,Other-service,Own-child,White,Female,0,0,8,United-States,<=50K
8359,34,Local-gov,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,0,0,50,United-States,<=50K
8360,44,Self-emp-not-inc,Some-college,Never-married,Farming-fishing,Own-child,White,Male,0,0,60,United-States,<=50K
8361,30,Private,Assoc-acdm,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50K
8362,36,Self-emp-not-inc,Bachelors,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
8363,31,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
8364,22,Private,Some-college,Never-married,Sales,Not-in-family,White,Male,0,0,20,United-States,<=50K
8366,23,Private,HS-grad,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
8367,39,Self-emp-not-inc,Bachelors,Separated,Craft-repair,Own-child,White,Male,0,0,35,United-States,<=50K
8368,19,Private,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,16,United-States,<=50K
8369,25,Private,Some-college,Never-married,Craft-repair,Other-relative,Asian-Pac-Islander,Female,0,0,40,Cambodia,<=50K
8371,46,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
8372,37,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,<=50K
8373,41,Federal-gov,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
8374,40,Self-emp-not-inc,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,20,United-States,<=50K
8375,44,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
8376,32,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
8377,58,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,20,United-States,>50K
8378,48,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,48,United-States,<=50K
8379,34,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
8380,29,Private,Assoc-voc,Never-married,Adm-clerical,Own-child,Black,Female,0,0,40,United-States,<=50K
8381,46,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K
8382,36,Local-gov,HS-grad,Never-married,Transport-moving,Not-in-family,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
8383,59,Local-gov,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,38,United-States,<=50K
8384,29,Private,12th,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,Mexico,<=50K
8386,25,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
8387,27,Private,Assoc-acdm,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Female,0,0,35,Philippines,<=50K
8388,48,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,70,United-States,<=50K
8389,49,State-gov,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
8390,33,Private,Some-college,Never-married,Tech-support,Own-child,White,Male,0,0,20,United-States,<=50K
8391,26,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
8393,59,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,30,Italy,<=50K
8394,30,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
8395,31,Local-gov,Assoc-acdm,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,United-States,<=50K
8396,30,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
8397,27,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
8399,24,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
8400,47,Private,Bachelors,Divorced,Sales,Unmarried,White,Female,0,0,50,United-States,<=50K
8401,51,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,35,United-States,<=50K
8402,34,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
8403,47,Private,HS-grad,Divorced,Other-service,Unmarried,Black,Male,0,0,9,United-States,<=50K
8404,47,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,44,United-States,>50K
8405,20,Private,Some-college,Never-married,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,0,0,40,Vietnam,<=50K
8407,31,Private,11th,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
8408,42,Private,Assoc-voc,Divorced,Other-service,Unmarried,White,Female,0,0,32,United-States,<=50K
8409,52,Private,5th-6th,Married-spouse-absent,Craft-repair,Other-relative,White,Male,0,0,40,Mexico,<=50K
8410,56,Private,HS-grad,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
8411,53,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
8412,26,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K
8413,81,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,20,United-States,<=50K
8415,57,Federal-gov,Some-college,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,48,United-States,>50K
8416,34,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
8418,24,Private,Assoc-voc,Never-married,Tech-support,Unmarried,Black,Female,0,0,40,United-States,<=50K
8419,60,Private,HS-grad,Separated,Sales,Not-in-family,White,Female,0,0,32,United-States,<=50K
8420,37,Federal-gov,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
8421,25,Private,7th-8th,Never-married,Handlers-cleaners,Unmarried,White,Male,0,0,40,United-States,<=50K
8422,36,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
8423,45,Private,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
8424,34,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K
8425,31,Private,Bachelors,Separated,Exec-managerial,Not-in-family,White,Female,0,0,70,United-States,<=50K
8426,47,Self-emp-not-inc,Bachelors,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,<=50K
8427,60,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,42,United-States,>50K
8428,75,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,24,United-States,<=50K
8429,43,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K
8430,18,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
8431,20,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
8432,32,Private,HS-grad,Never-married,Sales,Not-in-family,White,Female,0,0,50,United-States,<=50K
8433,57,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,20,United-States,<=50K
